"Commune","Qté tot réc par les caves particulières (hl)","Part Vins AOP rouge/rosé réc (%)","Part Vins AOP blanc réc (%)","Part Vins IGP rouge/rosé réc (%)","Part Vins IGP blanc réc (%)","Part Vins sans IG et autres rouge/rosé réc (%)","Part Vins sans IG et autres blanc réc (%)","Accès au graphique de la part des types de vin / couleur","code"
"16- LIGNIERES-SONNEVILLE","84864","0.3","0.1","0.5","0.1","0.3","98.8","url:../graphs/rpart/rpart_c282.html;D'autres informations","16"
"16- MESNAC","9559","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c295.html;D'autres informations","16"
"16- BARRET","47842","0","0","0.6","0","0.3","99.1","url:../graphs/rpart/rpart_c209.html;D'autres informations","16"
"16- COGNAC","9793","0","0","0","0","0","100","url:../graphs/rpart/rpart_c244.html;D'autres informations","16"
"16- CHASSORS","53942","0","0.2","0.2","0.3","0","99.3","url:../graphs/rpart/rpart_c237.html;D'autres informations","16"
"16- REPARSAC","21042","0.1","0","0","0","0.1","99.8","url:../graphs/rpart/rpart_c316.html;D'autres informations","16"
"16- RANVILLE-BREUILLAUD","1351","0","0","0","0","1.3","98.7","url:../graphs/rpart/rpart_c314.html;D'autres informations","16"
"16- MONS","4854","0.5","0.5","0","0","0.6","98.4","url:../graphs/rpart/rpart_c296.html;D'autres informations","16"
"16- MONTMOREAU-SAINT-CYBARD","1446","0","0","0","0","3","97","url:../graphs/rpart/rpart_c301.html;D'autres informations","16"
"16- NERCILLAC","47066","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c305.html;D'autres informations","16"
"16- GENTE","28583","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c262.html;D'autres informations","16"
"16- CRESSAC-SAINT-GENIS","3370","0","0","0","0","0.7","99.3","url:../graphs/rpart/rpart_c249.html;D'autres informations","16"
"16- CRITEUIL-LA-MAGDELEINE","61854","0","0","0.2","0","0.2","99.6","url:../graphs/rpart/rpart_c250.html;D'autres informations","16"
"16- ROUILLAC","85131","0.4","0.5","0.5","0.1","0.1","98.4","url:../graphs/rpart/rpart_c318.html;D'autres informations","16"
"16- SALLES-D'ANGLES","74416","0","0","0.1","0.1","0.2","99.6","url:../graphs/rpart/rpart_c347.html;D'autres informations","16"
"16- JUILLAC-LE-COQ","89292","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c274.html;D'autres informations","16"
"16-LES METAIRIES","13590","0","0","0.4","0","0.1","99.5","url:../graphs/rpart/rpart_c373.html;D'autres informations","16"
"16- SAINT-SULPICE-DE-COGNAC","42455","0.2","0","0.1","0","0.2","99.6","url:../graphs/rpart/rpart_c343.html;D'autres informations","16"
"16- LADIVILLE","15358","0","0","0.1","0","0.2","99.8","url:../graphs/rpart/rpart_c278.html;D'autres informations","16"
"16- AUGE-SAINT-MEDARD","9297","0","0.1","0","0","0.3","99.6","url:../graphs/rpart/rpart_c203.html;D'autres informations","16"
"16- SAINT-SORNIN","212","0","0","0","0","58.9","41.1","url:../graphs/rpart/rpart_c342.html;D'autres informations","16"
"16- GONDEVILLE","24014","0.4","0.1","0.6","0.3","0.1","98.5","url:../graphs/rpart/rpart_c264.html;D'autres informations","16"
"16- CHADURIE","1229","0","0","0","0","2.1","97.9","url:../graphs/rpart/rpart_c229.html;D'autres informations","16"
"16- ETRIAC","13882","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c255.html;D'autres informations","16"
"16- HOULETTE","16810","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c270.html;D'autres informations","16"
"16- YVIERS","1594","0","0","0","0","3.3","96.7","url:../graphs/rpart/rpart_c369.html;D'autres informations","16"
"16- LOUZAC-SAINT-ANDRE","30880","0.1","0","0","0","0.8","99.1","url:../graphs/rpart/rpart_c284.html;D'autres informations","16"
"16- LUPSAULT","2589","0","0","0","0","0.7","99.3","url:../graphs/rpart/rpart_c285.html;D'autres informations","16"
"16- SAINTE-SEVERE","60427","0","0","0","0","0","100","url:../graphs/rpart/rpart_c346.html;D'autres informations","16"
"16- CHAMPAGNE-VIGNY","20804","0.6","0.4","2.8","0.7","0.4","95.1","url:../graphs/rpart/rpart_c232.html;D'autres informations","16"
"16- BORS (CANTON DE BAIGNES-SAINTE-RADEGONDE)","2177","0","0","0","0","1.1","98.9","url:../graphs/rpart/rpart_c220.html;D'autres informations","16"
"16- BECHERESSE","5596","1.1","0","0","2.2","0.6","96","url:../graphs/rpart/rpart_c211.html;D'autres informations","16"
"16-LE TATRE","26943","1.3","0.3","0","0","0.1","98.3","url:../graphs/rpart/rpart_c371.html;D'autres informations","16"
"16- JAVREZAC","26081","0","0","0.1","0","0","99.9","url:../graphs/rpart/rpart_c273.html;D'autres informations","16"
"16- ERAVILLE","28334","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c254.html;D'autres informations","16"
"16- BOURG-CHARENTE","39907","0.3","0.6","0.3","0","0.1","98.6","url:../graphs/rpart/rpart_c222.html;D'autres informations","16"
"16- BARBEZIERES","1651","0","0","0","0","3.3","96.7","url:../graphs/rpart/rpart_c206.html;D'autres informations","16"
"16- BOUTIERS-SAINT-TROJAN","24358","0.1","0.2","1.4","0.4","0","98","url:../graphs/rpart/rpart_c224.html;D'autres informations","16"
"16- GENSAC-LA-PALLUE","54151","0","0","1.4","0","0.3","98.3","url:../graphs/rpart/rpart_c261.html;D'autres informations","16"
"16- VERRIERES","74566","0","0","0.1","0","0.1","99.8","url:../graphs/rpart/rpart_c364.html;D'autres informations","16"
"16- LUXE","549","1.2","0","0","0","5.5","93.3","url:../graphs/rpart/rpart_c286.html;D'autres informations","16"
"16- MONTIGNE","7350","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c300.html;D'autres informations","16"
"16- SEGONZAC","199173","0.1","0.1","0.4","0.1","0.2","99.1","url:../graphs/rpart/rpart_c351.html;D'autres informations","16"
"16- FLEAC","5879","1.3","1.5","0","0","2.6","94.7","url:../graphs/rpart/rpart_c256.html;D'autres informations","16"
"16- LAMERAC","9968","0.1","0","0.5","0","0.1","99.3","url:../graphs/rpart/rpart_c280.html;D'autres informations","16"
"16- ORADOUR","2229","0","0","0","0","1","99","url:../graphs/rpart/rpart_c309.html;D'autres informations","16"
"16- HIERSAC","23811","0","0","0","0","0.9","99.1","url:../graphs/rpart/rpart_c269.html;D'autres informations","16"
"16- ARS","32152","0","0.1","0","0","0.3","99.6","url:../graphs/rpart/rpart_c200.html;D'autres informations","16"
"16- ANAIS","185","0","0","0","0","13.5","86.5","url:../graphs/rpart/rpart_c195.html;D'autres informations","16"
"16- SONNEVILLE","22150","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c354.html;D'autres informations","16"
"16- BRETTES","463","0","0","0","0","18.9","81.1","url:../graphs/rpart/rpart_c225.html;D'autres informations","16"
"16- PLASSAC-ROUFFIAC","2296","0","0","0","0","1.3","98.7","url:../graphs/rpart/rpart_c313.html;D'autres informations","16"
"16- SAINT-MEME-LES-CARRIERES","38678","0.1","0.1","0.2","0.1","0.2","99.5","url:../graphs/rpart/rpart_c336.html;D'autres informations","16"
"16- VARS","4112","0.4","0.5","0","0","1.2","97.9","url:../graphs/rpart/rpart_c361.html;D'autres informations","16"
"16- SAINT-SIMON","11244","0","0","0.3","0","0","99.7","url:../graphs/rpart/rpart_c341.html;D'autres informations","16"
"16- SAINT-BRICE","14097","0","0","0","0","0","100","url:../graphs/rpart/rpart_c325.html;D'autres informations","16"
"16- SAINT-MARTIAL","2019","0","0","0","0","0.8","99.2","url:../graphs/rpart/rpart_c334.html;D'autres informations","16"
"16- MALAVILLE","50513","0.1","0","0","0","0","99.9","url:../graphs/rpart/rpart_c289.html;D'autres informations","16"
"16- SAINT-FELIX","2047","0","0","0","8.6","0.8","90.6","url:../graphs/rpart/rpart_c328.html;D'autres informations","16"
"16- SAINT-SIMEUX","25960","0","0.1","0.1","0","0","99.7","url:../graphs/rpart/rpart_c340.html;D'autres informations","16"
"16- SAINT-LAURENT-DE-BELZAGOT","352","0","0","0","0","15.2","84.8","url:../graphs/rpart/rpart_c332.html;D'autres informations","16"
"16- CHILLAC","1587","0","0","0","0","3.1","96.9","url:../graphs/rpart/rpart_c242.html;D'autres informations","16"
"16- COURGEAC","1174","0","0","0","0","10.4","89.6","url:../graphs/rpart/rpart_c248.html;D'autres informations","16"
"16- TUSSON","339","0","0","0","0","11.4","88.6","url:../graphs/rpart/rpart_c360.html;D'autres informations","16"
"16- NONAVILLE","15137","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c308.html;D'autres informations","16"
"16- LACHAISE","13478","0.1","0.6","1.4","0","0.2","97.6","url:../graphs/rpart/rpart_c277.html;D'autres informations","16"
"16- BESSAC","1774","0","0","0","0","0.7","99.3","url:../graphs/rpart/rpart_c213.html;D'autres informations","16"
"16- CHAMPMILLON","17213","0","0","2.4","0.5","0.2","96.9","url:../graphs/rpart/rpart_c233.html;D'autres informations","16"
"16- DOUZAT","8230","0","0","1.2","0","0.2","98.7","url:../graphs/rpart/rpart_c251.html;D'autres informations","16"
"16- FLEURAC","18919","0","0","0.8","0.1","0.1","99","url:../graphs/rpart/rpart_c257.html;D'autres informations","16"
"16- SAINT-YRIEIX-SUR-CHARENTE","1206","0","0","0","0","3.3","96.7","url:../graphs/rpart/rpart_c345.html;D'autres informations","16"
"16- SOUVIGNE","570","0","0","0","0","7.6","92.4","url:../graphs/rpart/rpart_c355.html;D'autres informations","16"
"16- MAINFONDS","10743","0","0","0.7","0","0.4","98.8","url:../graphs/rpart/rpart_c287.html;D'autres informations","16"
"16- GUIZENGEARD","2743","0.5","0.8","7","3.4","2.5","85.8","url:../graphs/rpart/rpart_c268.html;D'autres informations","16"
"16- GRAVES-SAINT-AMANT","22688","0","0","0.4","0.1","0.1","99.4","url:../graphs/rpart/rpart_c266.html;D'autres informations","16"
"16- VINDELLE","9879","0","0","0","0","2.7","97.3","url:../graphs/rpart/rpart_c367.html;D'autres informations","16"
"16- BONNEUIL","48875","0","0","0","0.1","0.1","99.8","url:../graphs/rpart/rpart_c218.html;D'autres informations","16"
"16- BARDENAC","1872","0","0","0.9","0","0.5","98.6","url:../graphs/rpart/rpart_c208.html;D'autres informations","16"
"16- MAREUIL","20333","0.1","0","0.2","0","1.1","98.6","url:../graphs/rpart/rpart_c291.html;D'autres informations","16"
"16- BOUTEVILLE","64828","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c223.html;D'autres informations","16"
"16- CHATEAUBERNARD","27378","0","0","0","0","0","100","url:../graphs/rpart/rpart_c238.html;D'autres informations","16"
"16- BALZAC","1976","0","0","4.3","2.4","2.1","91.2","url:../graphs/rpart/rpart_c205.html;D'autres informations","16"
"16- SAINT-GENIS-D'HIERSAC","32267","0","0","0.4","0","0.6","99","url:../graphs/rpart/rpart_c331.html;D'autres informations","16"
"16- AUBEVILLE","10925","0","0","0","0","0.3","99.7","url:../graphs/rpart/rpart_c202.html;D'autres informations","16"
"16- VERDILLE","18575","0","0","1.9","0.3","0.2","97.6","url:../graphs/rpart/rpart_c363.html;D'autres informations","16"
"16- SAINT-EUTROPE","2525","0","0","0","0","1.4","98.6","url:../graphs/rpart/rpart_c327.html;D'autres informations","16"
"16- BIRAC","29267","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c215.html;D'autres informations","16"
"16- BRIE-SOUS-BARBEZIEUX","3884","0","0","0","0","0.4","99.6","url:../graphs/rpart/rpart_c227.html;D'autres informations","16"
"16- COURBILLAC","18994","0","0","0","0","0","100","url:../graphs/rpart/rpart_c247.html;D'autres informations","16"
"16- CONDEON","9875","0","0","0","0.8","0.5","98.7","url:../graphs/rpart/rpart_c245.html;D'autres informations","16"
"16- SAINT-FORT-SUR-LE-NE","33780","0","0","0","0","0.2","99.7","url:../graphs/rpart/rpart_c329.html;D'autres informations","16"
"16- COULONGES","398","0","0","0","0","19","81","url:../graphs/rpart/rpart_c246.html;D'autres informations","16"
"16- SIGOGNE","72338","0","0","0.7","0.2","0.2","98.9","url:../graphs/rpart/rpart_c352.html;D'autres informations","16"
"16- CLAIX","15743","0","0.2","0.2","0","0.2","99.4","url:../graphs/rpart/rpart_c243.html;D'autres informations","16"
"16- SAINT-LAURENT-DE-COGNAC","51045","0","0","0.3","0","0.1","99.7","url:../graphs/rpart/rpart_c333.html;D'autres informations","16"
"16- CHARME","3362","0","0","0","0","0.4","99.6","url:../graphs/rpart/rpart_c236.html;D'autres informations","16"
"16- FOUQUEBRUNE","6971","0","0","0","0","0.7","99.3","url:../graphs/rpart/rpart_c258.html;D'autres informations","16"
"16- BONNEVILLE","17646","0","0","0","0","0.1","99.9","url:../graphs/rpart/rpart_c219.html;D'autres informations","16"
"16- ANGEDUC","4953","0","0","0","0","0.6","99.4","url:../graphs/rpart/rpart_c198.html;D'autres informations","16"
"16- JULIENNE","12880","0","0.1","0","0","0.1","99.8","url:../graphs/rpart/rpart_c275.html;D'autres informations","16"
"16- TRIAC-LAUTRAIT","35211","0.2","0","0.1","0","0","99.7","url:../graphs/rpart/rpart_c359.html;D'autres informations","16"
"16- LIGNE","1878","0","0","0","0","2.2","97.8","url:../graphs/rpart/rpart_c281.html;D'autres informations","16"
"16- BASSAC","19050","0.1","0.2","0","0","0.1","99.6","url:../graphs/rpart/rpart_c210.html;D'autres informations","16"
"16-LES GOURS","745","0","0","0","0","5.6","94.4","url:../graphs/rpart/rpart_c372.html;D'autres informations","16"
"16- BREVILLE","45539","0.1","0.3","0.3","0","0.9","98.4","url:../graphs/rpart/rpart_c226.html;D'autres informations","16"
"16- SIREUIL","15410","0","0","1.1","0","0.2","98.7","url:../graphs/rpart/rpart_c353.html;D'autres informations","16"
"16- AMBLEVILLE","29602","0","0.2","0","0","0.1","99.7","url:../graphs/rpart/rpart_c194.html;D'autres informations","16"
"16- NERSAC","2866","0","0","0","0","0.3","99.7","url:../graphs/rpart/rpart_c306.html;D'autres informations","16"
"16- PLAIZAC","9055","0","0","0.4","0","0.2","99.4","url:../graphs/rpart/rpart_c312.html;D'autres informations","16"
"16- ECHALLAT","40515","0","0","0.6","0.2","0.2","99","url:../graphs/rpart/rpart_c253.html;D'autres informations","16"
"16- MOSNAC","15554","0","0","0.4","0","0","99.5","url:../graphs/rpart/rpart_c302.html;D'autres informations","16"
"16- PEREUIL","23365","0","0","0","0","0.4","99.6","url:../graphs/rpart/rpart_c310.html;D'autres informations","16"
"16- SAINT-PREUIL","37591","0","0","0.3","0","0","99.7","url:../graphs/rpart/rpart_c338.html;D'autres informations","16"
"16- LINARS","7059","1.4","3.1","2","0","0","93.5","url:../graphs/rpart/rpart_c283.html;D'autres informations","16"
"16- BIGNAC","6817","0.3","0","0","0","0.3","99.3","url:../graphs/rpart/rpart_c214.html;D'autres informations","16"
"16- JAULDES","217","0","0","0","0","37.8","62.2","url:../graphs/rpart/rpart_c272.html;D'autres informations","16"
"16- EBREON","990","0","0","0","0","4","96","url:../graphs/rpart/rpart_c252.html;D'autres informations","16"
"16- ANGEAC-CHARENTE","30498","0.2","0","0","0","0.2","99.6","url:../graphs/rpart/rpart_c197.html;D'autres informations","16"
"16- MAINXE","43837","0.1","0","0.5","0.2","0","99.2","url:../graphs/rpart/rpart_c288.html;D'autres informations","16"
"16- MERPINS","15838","0","0","0.3","0","0.1","99.7","url:../graphs/rpart/rpart_c294.html;D'autres informations","16"
"16- LAGARDE-SUR-LE-NE","7229","0","0","0","0","1","99","url:../graphs/rpart/rpart_c279.html;D'autres informations","16"
"16- VILHONNEUR","239","0","0","88.5","0","10.4","1","url:../graphs/rpart/rpart_c366.html;D'autres informations","16"
"16- VAUX-ROUILLAC","39336","0","0.1","0","0","0.1","99.8","url:../graphs/rpart/rpart_c362.html;D'autres informations","16"
"17- GREZAC","12743","2.3","2.7","1.4","2.3","0.1","91.2","url:../graphs/rpart/rpart_c459.html;D'autres informations","17"
"17- SEMUSSAC","3761","3.9","1.1","1.2","0","0.5","93.2","url:../graphs/rpart/rpart_c578.html;D'autres informations","17"
"17- SAINT-THOMAS-DE-CONAC","44239","3.5","2.5","0","0","0.1","93.9","url:../graphs/rpart/rpart_c566.html;D'autres informations","17"
"17- ARCES","3254","4.2","3.9","0","0","4.8","87","url:../graphs/rpart/rpart_c377.html;D'autres informations","17"
"17- CLION","19685","2.3","0.6","0.2","0","0.6","96.3","url:../graphs/rpart/rpart_c431.html;D'autres informations","17"
"17-LA GRIPPERIE-SAINT-SYMPHORIEN","626","0","0","0","0","5.1","94.9","url:../graphs/rpart/rpart_c605.html;D'autres informations","17"
"17- RETAUD","1123","0","0","0","0","5.3","94.7","url:../graphs/rpart/rpart_c515.html;D'autres informations","17"
"17- SAINT-GEORGES-D'OLERON","6616","0.5","3.1","0","0","1.9","94.5","url:../graphs/rpart/rpart_c535.html;D'autres informations","17"
"17- BRIZAMBOURG","30309","0.6","0.4","0.1","0.2","0.2","98.5","url:../graphs/rpart/rpart_c409.html;D'autres informations","17"
"17- ARVERT","1515","2.7","4.5","5.1","4.5","3.8","79.3","url:../graphs/rpart/rpart_c380.html;D'autres informations","17"
"17- AUTHON-EBEON","21660","0.1","0","0.1","1.4","0.1","98.3","url:../graphs/rpart/rpart_c384.html;D'autres informations","17"
"17- MOSNAC","6127","0","0","0","0","0.5","99.5","url:../graphs/rpart/rpart_c493.html;D'autres informations","17"
"17- NEUVICQ-LE-CHATEAU","26194","0.3","0.3","0.6","0.1","0.5","98.2","url:../graphs/rpart/rpart_c499.html;D'autres informations","17"
"17- MESSAC","4604","0","0","0","0","0.4","99.6","url:../graphs/rpart/rpart_c479.html;D'autres informations","17"
"17- JARNAC-CHAMPAGNE","69488","0.2","0.1","0","0","0.3","99.4","url:../graphs/rpart/rpart_c462.html;D'autres informations","17"
"17- CHENAC-SAINT-SEURIN-D'UZET","32406","9.7","7.8","2.4","0.6","0.2","79.3","url:../graphs/rpart/rpart_c422.html;D'autres informations","17"
"17- CLERAC","1036","0","0","0","0","1.9","98.1","url:../graphs/rpart/rpart_c430.html;D'autres informations","17"
"17- SAINT-AIGULIN","7201","0.8","0.5","0","0","2.7","96","url:../graphs/rpart/rpart_c521.html;D'autres informations","17"
"17- SAINT-PIERRE-D'OLERON","29047","2.5","3.5","10.5","6.1","2","75.4","url:../graphs/rpart/rpart_c553.html;D'autres informations","17"
"17- SAINT-FORT-SUR-GIRONDE","40116","0.5","0.1","0.1","0.1","0.3","99","url:../graphs/rpart/rpart_c532.html;D'autres informations","17"
"17- HAIMPS","28979","0","0","0.1","0","0.2","99.7","url:../graphs/rpart/rpart_c461.html;D'autres informations","17"
"17- SAINT-SIMON-DE-PELLOUAILLE","9487","0.1","0.8","0","2.2","3.1","93.7","url:../graphs/rpart/rpart_c564.html;D'autres informations","17"
"17- CHERAC","59591","0.3","0.2","0","0.1","0.1","99.3","url:../graphs/rpart/rpart_c424.html;D'autres informations","17"
"17- ROUFFIGNAC","21854","0.6","0.1","1.2","0.6","0.3","97.3","url:../graphs/rpart/rpart_c519.html;D'autres informations","17"
"17- MONTILS","16112","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c488.html;D'autres informations","17"
"17- CHEPNIERS","1101","0","0","0","0","3.4","96.6","url:../graphs/rpart/rpart_c423.html;D'autres informations","17"
"17- NERE","223","0","0","0","0","21.6","78.4","url:../graphs/rpart/rpart_c495.html;D'autres informations","17"
"17- BREUILLET","2318","2.4","0","25.6","3.9","2.5","65.7","url:../graphs/rpart/rpart_c405.html;D'autres informations","17"
"17- SALIGNAC-SUR-CHARENTE","41341","0","0","0.3","0","0.2","99.5","url:../graphs/rpart/rpart_c574.html;D'autres informations","17"
"17- TAILLEBOURG","5300","0","0","0","0","0.9","99.1","url:../graphs/rpart/rpart_c583.html;D'autres informations","17"
"17- ORIGNOLLES","4904","3","0","0.1","0.4","0.2","96.3","url:../graphs/rpart/rpart_c502.html;D'autres informations","17"
"17- COURCOURY","3636","0","0","0","0","1.5","98.5","url:../graphs/rpart/rpart_c438.html;D'autres informations","17"
"17- MONS","67981","0.2","0","0.2","0","0.1","99.4","url:../graphs/rpart/rpart_c485.html;D'autres informations","17"
"17- CHATENET","463","0","0","0","0","2.5","97.5","url:../graphs/rpart/rpart_c421.html;D'autres informations","17"
"17- BOSCAMNANT","2072","0","0","0","0","0.2","99.8","url:../graphs/rpart/rpart_c400.html;D'autres informations","17"
"17- BOISREDON","8653","0.7","1.9","4.3","0.7","1.2","91.2","url:../graphs/rpart/rpart_c398.html;D'autres informations","17"
"17- MONTGUYON","9730","0.5","0","0","0","0.2","99.3","url:../graphs/rpart/rpart_c487.html;D'autres informations","17"
"17- AUJAC","42897","0","0","0","0","0","99.9","url:../graphs/rpart/rpart_c382.html;D'autres informations","17"
